SMILES,Catalog ID
CC1=CC(=CC(Cl)=C1)C(=O)N(C(C)CS(C)(=O)=O)C2CC2,Z1432081156
CN1N=C(C=C1NS(=O)(=O)CCC=2C=CC=CC2)C3CCCCC3,Z1431662815
CC(C)C=1C=C(ON1)C(=O)NCC=2C=CC=C(N2)N3CCOCC3,Z1726974755
CC1(C)COCCN1C(=O)C=2C=CC(=CC2F)C=3C=NC=NC3,Z1732440603
CC=1C=CC=C(C1)CC2(O)CCN(CC2)C(=O)C3=CN4C=CC=CC4=N3,Z1953962839
COC1=CC(=NN1C)C(=O)NC(CO)C=2C=CC(=CC2)C(F)(F)F,Z1727396203
O=C(NC=1C=NN(C1)CC=2C=CC=CC2)C3=NN4CCCNC4=N3,Z1331932827
CCC1CN(CC2(CCOC2)O1)C(=O)C(C)C=3C(C)=NN(C)C3C,Z1954659281
O=C(CC=1C=CC=CC1)N2CCCC2C(=O)NC=3C=CC=4CCS(=O)(=O)C4C3,Z1433428953
CN(CC=1C=CC(=CC1)OCC(=O)O)C(=O)C=2C=CC=C3NC=CC23,Z1728514503
CC(C)CN1C=NC(=C1)S(=O)(=O)N2CC(=O)NC3=CC=CC=C32,Z1729772811
CC(C(=O)NC=1C=NN(C1)C=2C=CC(Cl)=CC2)N3CCN(C)CC3,Z1729614993
O=C(NCC=1C=CC(=CC1)C=2C=CN=CC2)NCC=3C=CC(=CC3)C4CC4,Z1838695705
O=C(NC1(CCCC1)C(=O)N2CCC3=NNC(=O)C=C3C2)C=4C=CC=5NN=CC5C4,Z1730126085
O=C(NCC1=CSC(=N1)C2=CC=CO2)N3CCC(C3)N4CCCC4,Z1435884588
COC=1C=C(Cl)C=CC1NC(=O)C=2C=CC=C(C2)NC=3C=NC=CN3,Z1730213571
CCC=1C=C(N=CN1)N2CCC(CC2)NC3=NC=NC4=C(C)C=CC=C34,Z1436027860
CCOC1CC(N(C)C(=O)NC2CCC=3C=NNC3C2)C41CCC4,Z1435792763
COC=1C=NC=C(N1)C(=O)NC(C=2C=CC=CC2)C3=CC=CC(=C3)S(C)(=O)=O,Z1840037632
CCN1C=C(C=N1)C2CCN(CC2)C(=O)NCC=C(C)C,Z1839204283
O=C1CN(CCN1C=2C=CC=CC2)C3=NN=C(S3)C(F)(F)F,Z1731320316
CC1=NC(CC2=NC(=NO2)C=3C=CC(=CC3)N4CCCCC4)=C(C)S1,Z1437339124
BrC1=CC=C(O1)C2=NOC(=N2)C3=CC=NN3C4CCCC4,Z1437339419
CC=1C=CN=C(C1)C2=NNC(=N2)C(C)NC(=O)C3CCC(F)(F)C3,Z1959068320
CC=1N=C(C=2C=CNC2N1)N3CCN(CC3)C(=O)C4CCCN4C,Z1439488490
COC=1C=CC=C(C1)OCCN2CCN(CC2)C(=O)C=3C=CC(=C(F)C3)N4C=CC=N4,Z1439712239
CCOC=1C=CC=NC1C(=O)NC=2C=CC(Cl)=C(C2)NC(C)=O,Z1336852274
CNS(=O)(=O)C1=CSC(=C1)C(=O)NC=2C=CC(=CC2)OC3=CC=CC=C3Cl,Z1336787469
CC(O)C(C)(CNC(=O)C1CCCN1C)CC=2C=CC=CC2,Z1843028270
CC(CN1CCN(CC1)C=2C=CC=CN2)NC(=O)C3=C4CCCCC4=NN3C,Z1439578224
CC(C)OC=1C=CC(=CN1)C(=O)NC(C)(C2CC2)C(F)(F)F,Z1337562993
COC=1C=C(C)SC1C(=O)N2CCC3C(CCCN3C)C2,Z1441304384
CCOC(=O)C1=CSC(=N1)C2CCCN2C(=O)NC=3C=CC(=CC3)C(C)(C)C,Z1844469125
CC=1C=CC=C(N1)C2CCCN2C(=O)CCN3C(=O)N(C)C=4C=CC=CC43,Z1441562928
CC=1C=CC=2C(=CNC2C1)CCC(=O)N3CCN(CC3)C(=O)C4CCCN4C,Z1441924256
CCC=1N=C(SC1C(=O)OC)N2CCN(CC2)C=3C=CC=CN3,Z1737880886
CCC(CO)N1CCN(CC1)C(=O)NC=2C=CC(=CC2)C(=O)NC(C)C,Z1341322593
O=C(C=1C=CN=C2C=CN=CC12)N3CSCC3C(=O)N4CCCC4,Z1738907086
O=C(O)CCC(NC(=O)CCCC1=NC=2C=CC=CC2C(=O)N1)C=3C=CC=CC3,Z1444479412
CC(=O)N1CCCN(CC2=NC(=NO2)C=3C=CC(F)=C(C)C3)C4=CC=CC=C41,Z1444198078
O=C(CCN1C=NC=2SC=CC2C1=O)N3CC(C=4C=CC=CC4)C5CCCCC53,Z1740628571
O=C(O)C1CC1C(=O)NC=2C=CC=C(C2)C3=NC=4C=CC=CC4N3,Z1443942000
CCN(CCC(=O)O)C(=O)C=1N=NN(C1C)C2=CC=CC(C)=C2,Z1444274452
CC=1C=C(C=CC1NC(=O)C2=CC=3C=CC=CC3N2)OCC(=O)O,Z1445128234
CC(=O)N1C=CC2=CC=CC=C2C1CC(=O)NCC(C)C(=O)O,Z1445216267
CC1CCCCN1C(=O)C=2C=CC(=CC2Cl)NCC3=CC(=O)N(C)C(=O)N3C,Z1343207543
CN1CCN(CC1)S(=O)(=O)C=2C=CC=CC2CNC(=O)C3=CC=CC(=C3)CO,Z2196667008
COC=1C=CC(=CC1Cl)S(=O)(=O)N2CCC(O)(CC3=CC=CC=C3F)CC2,Z1901572108
CC1=NNC(=C1NC(=O)C2=CSC(=N2)C=3N=CC=CN3)C=4C=CC=CC4,Z2198303139
N#CC1CCN(CC2=NC(=NO2)C=3C=C(F)C(F)=C(F)C3)CC1,Z1447252417
N#CC=1C=CC=C(C1)CC(=O)NCCNC=2C=CC3=CC=CC=C3N2,Z1344190934
CC1=CC(CC(C)NC(=O)NC2CCC=3C(Cl)=CC=CC32)=NN1,Z1447584591
CC=1C=C(OC1C)C(=O)NS(=O)(=O)C=2C=CC=3CCCN(C)C3C2,Z1448158523
CC=1C=C(CN2C=NC=3C=4C=CC=CC4OC3C2=O)N=CN1,Z2199105934
CN1CCC2(CCN(C2)C(=O)NCC3=CC(=NO3)C=4C=CC=CC4)C1,Z2199364486
COC=1C=CC=2NC=C(CC(=O)NC3CCN(CC3)C=4C=C(C)N=C(C)N4)C2C1,Z1344770531
CC1CN(CC=2C=CC=CC2O1)C(=O)NCC3CCOC4=CC=CC=C43,Z2199997498
CC(C)CN(CC(O)C=1C=CC(F)=CC1)C(=O)NCC2CC(=O)NC=3C=CC=CC32,Z1345982752
COCC=1C=CC=C(C1)CC(=O)N2CCC(CC2)C=3N=CC=C(C)N3,Z1743828535
CN1CCC(CC1)N2C=CC(=N2)NC(=O)C3=CC(=O)N(C)C=4C=CC=CC34,Z1903671135
NC(=O)C=1C=CC(=CC1)NC(=O)CCN2CCCC(C2)NC=3C=CC=CC3,Z1450129956
CC(C(=O)NC(N)=O)N1CCCC(C1)NC=2C=CC=CC2,Z1450129021
C[C@@H](NC(=O)C=1C=C(C=CN1)N2CCOCC2)C3=CC=CC(Cl)=C3,Z1852984490
CC(C)(C)N1C=C(C#N)C(=N1)NS(=O)(=O)C=2C=CC=3OCCC3C2,Z1346614257
COC=1C=CC(C)=CC1N2C=CC(=N2)C(=O)NS(=O)(=O)C3=NN=C(C)S3,Z1904194482
CCC1C(=O)N(CC)CCN1S(=O)(=O)C=2C(F)=CC(=CC2F)OC,Z1745030199
O=C(NCC1(CCCC1)C=2C=CC=C(F)C2F)NC3CCC=4NN=CC4C3,Z1856430134
CC=1C=CC=NC1C(=O)NS(=O)(=O)C=2C=CC=C(Cl)C2Br,Z1857161603
COC(=O)C=1C=C(C=C2NC=CC12)NC(=O)CC=3C=C(C)NN3,Z2203006484
CN(C)C(=O)N1CCC(CC1)C(=O)N2CCN(C3=CC=CC=C32)C4CC4,Z1745529314
CN1C=C(C=N1)C2CN(CCO2)C(=O)C3CCCN3C4CC4,Z1906473169
CC1=NC(=CS1)C2CCCN2CC(=O)N3CCCCC3C,Z1745285947
CC=1NC(=O)C(=CC1C=2C=CC=CC2)C(=O)NC3CCCN(C3)C=4C=NN(C)C4,Z1348492602
CC=1C=C(NN1)C(=O)NC(C)C2=NC(CC=3C=CC=CC3)=NO2,Z1370734205
CC1(C)CN(C(=O)CN2CCC(=O)NC2=O)C=3C=CC=CC3O1,Z1454067329
CC1=CC(=NN1C2CCCCC2)NS(=O)(=O)C=3C=NN(C)C3C,Z2204963079
CNC(=O)C=1C=C(C)C=CC1NC(=O)C=2N=CC=CC2O,Z1746830547
CN1C=C(C=N1)C2=CNC=C2C(=O)NC3CCCOCC3,Z1747539468
CC=1C=NC=CC1CNC(=O)C2CCC(CC2)NC(=O)CC3CCCC3,Z1748000441
C[C@@H](CNC(=O)CCC=1C=NC=C2C=CC=CC12)OC=3C=CC(Cl)=CC3,Z1864007762
O=C(NC=1N=CN(N1)C2CCCCC2)NC3CC(F)(F)C3,Z1866021832
O=C(CC=1C=CC=2NC(=O)NC2C1)N3CCOC(C3)C=4C=CC=CC4,Z1865939751
NC(=O)C=1C=CC(=CC1)CNC(=O)N2CCCC(C2)OCC3CC3,Z1752115045
CC(C)C=1C=CC=2CCC(NC(=O)N3CCCC(C3)C4=NC=CN4)C2C1,Z1752866813
CC1=CC(F)=CC(C)=C1S(=O)(=O)NC2=CC(=NN2)C(N)=O,Z1966523425
O=C1C2C(O)CCCN2C(=O)N1CC3=CC=4C=CC=CC4N3,Z1869028593
CCC(CC(F)(F)F)NC=1N=CN=C2C1N=CN2C3CC3,Z2212432919
O=C(NC=1C=CC=C(C1)CN2C=CC=N2)C3=CC=C(S3)C=4C=CNN4,Z1869600189
CO[C@H]1C[C@H](C2=NN=C(C)O2)N(C1)C(=O)C3SCCC4=CC=CC=C43,Z1754145706
O=C(O)COC=1C=CC(=CC1Cl)NC(=O)C=2SC=NC2C3CC3,Z1870008453
CC(C)C1=CC(=NN1)C(=O)NCC2(CCOCC2)C(=O)O,Z1870277093
COC=1C=CC(=CC1)CC2CCN(CC2)C(=O)C(C)(C)C=3C(C)=NOC3C,Z1969017124
CC(CC=1C=CC(=CC1)NC(=O)C=2C=CC=3NN=CC3C2)C(=O)O,Z1870256774
NC(=O)CN1CCCN(CC1)C=2C=CN=C3C(=CC=CC23)[N+]([O-])=O,Z2213914213
O=S(=O)(C=1C=CC=CC1F)N2CCN(CC3=COC=N3)CC2,Z1872015611
COC=1C=C(C)C(=CC1Cl)S(=O)(=O)NC2=C(C)C(C)=NN2C,Z1918540609
O=C1CCCN1CC=2C=CC(=CC2)NC=3N=CC=C(N3)OC=4C=CC=CC4,Z1918432303
CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)NC=2C=CC=CC2CCC(F)(F)F,Z1873591783
CC=1C=C(CS(=O)(=O)N2CC(O)CC=3C=CC=CC32)ON1,Z1919248369
O=C(NC=1C=CN=C(C1)OC=2C=CC(F)=CC2F)N3CCC4CCCC43,Z1919437508
CN1N=CC=2C(=O)NC(CCC(=O)N3CCC(CC3)C=4C=CC(F)=CC4)=NC21,Z1368532588
O=C(CCC=1C=CC=CC1)N2CCCN(CC2)C(=O)C3COC4=CC=CC=C43,Z1360725093
CCC=1C=CC(=CC1)C(C)(C)NC(=O)C2=NNC(C)=C2C,Z1361237041
O=C(NC=1C=CC=C(C1)C2=NOC(=N2)C3CC3)C(=O)N4C[C@@H](O)C[C@H]4CO,Z1792519868
CC1=NOC(C)=C1CC(C)NC(=O)N2CC(=O)N(CC3CC3)C2,Z1923466324
CCN(CC)S(=O)(=O)C1=CC(C)=C(C)C(=C1)NCC2=NN=C3COCCN23,Z1973814112
O=C(O)[C@@H]1CC[C@H](CC1)C(=O)NC=2C=CC=C(C2)COC3=CC=C4OCOC4=C3,Z1974291854
CC1=C(C=NN1C2CCCC2)NS(=O)(=O)C3=CC(F)=C(C)C=C3F,Z1881988245
NC(=O)COC=1C=CC=C(C1)OCC2=NC(=CS2)C=3C=CC=CC3,Z1882157251
CC(CNC(=O)C=1C=2CCC(=CC3=CC=CS3)C2N=C4C=CC=CC14)C5=NN=CN5C,Z1972767623
COC=1C=CC(Cl)=CC1CNC(=O)N2CCN(CC(C)(C)O)CC2C,Z1763776905
CC=1ON=C(C1C(=O)NC=2C=CC(F)=C(C2)C(N)=O)C=3C=CC(Cl)=CC3Cl,Z1973625129
CC=1C=C(C=CN1)C(=O)NC=2C=CC(=CC2)OCC=3C=CC=CC3,Z1926158604
CN1C=C(C=N1)CC(=O)NC=2N=CN=C3SC=C(C=4C=CC=CC4)C23,Z2235106620
O=C(NCC1=NN=C(C2CC2)N1C3CC3)C4CCCN4C(=O)C=5C=CC=CC5O,Z1702493981
CC1=CC=CC(C2=NC(=NO2)C=3C=C(C=CN3)N4CCN(C)CC4)=C1O,Z1685686753
[O-][N+](=O)C=1C=CC(C(=O)NCC2CN3CCN2CC3)=C(F)C1,Z1481629383
CC1=NC=2C=C(C=CC2N1C)NC(=O)C=3C=CC=C4N=CC=CC34,Z1276217480
CC1=NC=2C=C(C=CC2N1C)NC(=O)C=3N=CC=NC3N,Z1276216340
CC1(NC(=O)NC1=O)C=2C=CC(=CC2)C(=O)N[C@@H]3C[C@H]3C4=CC=CC(Cl)=C4,Z1974522532
CC=1C=CC(C(=O)NC=2C=CC(=CC2)C3=NC(=NN3)C=4C=CC=CC4)=C(C)N1,Z1481922171
CC(C)C=1C=CC=C(C(=O)O)C1NS(=O)(=O)C2=CN=C3CCCN23,Z1783309304
COC=1C=CC=C(C1)NC(=O)N(C)CC2=NC=CN2CC=3C=CC=CC3,Z1276768002
O=C1NC=2C=C(Cl)C(=CC2O1)S(=O)(=O)NC=3C=CC(OC4CCCC4)=C(F)C3,Z1278768612
CCS(=O)(=O)CCN1C=NC=2C(=NSC2C1=O)C=3C=CC=CC3,Z1278857484
O=C(O)C=1C=CC=CC1C2CCN(CC2)C(=O)C3=CSC(=N3)C4=CC=CC=N4,Z1785644343
CN1C=C(CNC(=O)C2CCCN(C2)C(=O)C=3C=CC=CC3)C(=N1)C(F)(F)F,Z1487233300
CC=1C=C(O)C(=CC1NC(=O)C=2C=CC(=CC2)S(=O)(=O)N3CCCCCC3)C(C)C,Z1394912393
O=C1CCC2=CC(C3=NC(=NO3)C4CCC(F)(F)C4)=C(F)C=C2N1,Z1990246275
O=S(=O)(NC=1C=CC=C(Cl)C1N2CCOCC2)C=3C=CC=C4C=CC=CC34,Z1373350054
O=C(CC1=CCCCC1)N(CC=2C=CC=CC2F)C3CCS(=O)(=O)C3,Z1373903405
O=C(NC1(CCCCCC1)C2=NOC(=N2)C3CCOC3)C4=CC=CO4,Z1488605244
CCC=1C=C(NC(=O)C2=COC=3C=CC(=CC23)OC)N(C)N1,Z1994283323
Cl.CCN1N=CC=C1S(=O)(=O)N2CCCC(C2)N3CCNCC3=O,Z1993828070
Cl.O=S(=O)(C=1C=CC(=CC1)CC(F)(F)F)N2C[C@H]3CNC[C@H]3C2,Z1993848877
CC1CCNC(=O)C1NC(=O)NCC2(CC2)N3CCOCC3,Z1994809284
CC(C)(C)C(NC(=O)C=1C=CC(=CC1)C=2C=CC=CC2)C3=NC(=NO3)C4=NN=CN4,Z1494469830
CC1(C)C(=O)NC=2C=CC(=CC21)C(=O)N3CCC(C3)C4CCOC4,Z1493624052
CN1CCN(C(C1)C=2C=CC=CC2)S(=O)(=O)C3=CC4=CC=CC=C4O3,Z1378436170
CCCCN1CCC(CC1)NC(=O)C(=O)NC2=CC=C(F)C=C2Cl,Z1290269472
CS(=O)(=O)CC=1C=CC(=CC1)CNC(=O)C=2C=NN3CCCCC23,Z1494877563
FC(F)C1CCC(CC1)NCC=2C=CC=NC2N3C=NC=N3,Z1997293484
CC=1C=CC=C(C1)OC=2C=CC=CC2C(=O)N3CCCC(C3)C(O)C(F)(F)F,Z1997542871
COC=1C=C2CCN(CC=3C=C(NN3)C(F)(F)F)CC2=CC1OC,Z1997540933
COC=1C=CC(C)=CC1S(=O)(=O)NC2CC(C)(C)OC=3C=CC=CC32,Z1998315314
CC=1C=CC=C(C1C#N)S(=O)(=O)N2CC(OCC2(C)C)C=3C=CC=CC3,Z1496702639
CC=1C=CC(=CC1S(=O)(=O)N2CCOCC32CCOC3)C(F)(F)F,Z1998580088
O=S(=O)(N(CC=1C=CC=C(O)C1)CC2CC2)N3CCC=4C=CC=CC4C3,Z1496932591
NC(=O)C1CCCCN1C(=O)CN2C=C(Cl)C(=O)NC2=O,Z1381424157
CC=1C=CC(C)=C(C1)S(=O)(=O)NCC2(CO)CCOCC2,Z1497287729
CC1(NC(=O)NC1=O)C2CCN(CC2)C(=O)NCC=3C=CC=CC3N4C=CN=C4,Z1382076479
O=C(NC=1C(F)=CC(F)=CC1F)C2=CN=C(S2)C=3C=CC=CN3,Z1296940193
CSC=1C=CC=CC1S(=O)(=O)N2CCCCC2C=3C=NN(C)C3,Z1766092956
O=C(C1=CNN=C1C=2C=CSC2)N3CCOC4(CCC=5C=CC=CC54)C3,Z1766471560
COC=1C=CC=C(C1)C2=CCN(C2)C(=O)C3=NOC=4CCCCCC34,Z1766683378
CC=1C=CC(=C(C)C1)S(=O)(=O)N2CCC(CC2)C(=O)NC3=CC=CC(=C3)C(C)(F)F,Z1767481206
CC1=CC=C(O1)C=2C=C(NN2)C(=O)NC=3C=CC(=CC3)NC=4N=CC=CN4,Z1886383307
CN1CCN(CC1)C=2C=NC=C(N2)OCC=3C=CC=C(Cl)C3,Z1385386643
CCCC1(CO)CCCN1C(=O)C(C)NS(=O)(=O)C2=CC=CS2,Z1886841114
CC=1C=C(C=CC1CNC=2C=CC3=NN=C(C=4C=CC=CC4)N3N2)S(N)(=O)=O,Z1888634121
O=C(CC=1C=CC(F)=CC1F)N2CCC(CC2)C3=NN=C4CCCN34,Z1389652808
CN1CCC=2C=CC(=CC2C1=O)N3C(=O)N4CCC[C@@]4(C)C3=O,Z1892011657
CC=1C=C(NC(=O)C2(C)CCCO2)N(N1)C=3C=CC=C(Br)C3,Z1389667183
CCC(CC=1C=CC(C)=CC1)NC(=O)NC(C2=NN=CN2)C=3C=CC=C(C3)C(F)(F)F,Z1781646843
CC=1C=CC(NC(=O)N2CCCC2C=3C=CC=NC3)=C(C)N1,Z1393914948
CC1=CSC=2C(=O)N(C=NC12)CC(=O)N3C=4C=CC=CC4CCC3C,Z1899654145
N#CC=1C(=O)N(C=C2CCCC12)CC(=O)NCC3CCC3,Z1899710870
CC=1C=NC=CC1OC2CCN(CC2)C(=O)NC3CCOC4(CCOCC4)C3,Z1897181611
O=C1C=CC=2C=C(C=CC2O1)S(=O)(=O)NC=3C=C(O)C=C(F)C3,Z1478316212
CC(C)(CNC(=O)NC1CCCNC1=O)C=2C=CC=CC2Br,Z1480155581
CCN1C=CC(=N1)C(=O)N2CCC(CC=3C=CC=CC3)CC2,Z2453212285
O=C(NC1=NC(=CS1)C2CC2)C3=CN(CCC=4C=CC=CC4)N=N3,Z2254916822
CC1(C)CN(CCNC(=O)C2=CC=CC3=NC=CN23)CCO1,Z2255324551
COC=1C=CC(NC(=O)C2=CN(CC3CC3)N=N2)=C(C1)OC,Z2256725271
CC1=CC(=NN1C(C)C)C(=O)N2CCOC=3C=CN=CC32,Z2270430348
COC=1C=CC(=CC1)C=2C=CN=C(N2)NC3CCN(CC(F)F)CC3,Z2271522000
FC(F)(F)C=1C=CC=CC1C2CN(CCO2)C=3C=CC4=NN=CN4N3,Z2272278037
O=C1CCC(CN2CC=C(CC2)C=3C=CC=4OCCOC4C3)CCN1,Z2273410046
CCC1=CC=C2N=CC=C(C2=C1)N3CCCC4(CCS(=O)(=O)C4)C3,Z2274105662
CC1(C)CN(C1C=2C=CN=CC2)S(=O)(=O)CCC3CCCC3,Z2277991059
O=C(NCCC=1C=NC2=C(Cl)C=NN2C1)C3CC=CCC3,Z2282585794
CS(=O)(=O)CC1CCC(CC1)NC(=O)C=2C=NC=C(C2)C(F)(F)F,Z2282749646
O=C(NCC1CCCN1CCCO)C=2C=CC=C3C=CSC23,Z2282943666
O=C(NCC1(O)CCS(=O)(=O)C1)C=2C=CC=C(C2)OC3CCCC3,Z2283141538
CC=1C=CC(=C(F)C1)N2CC(CC2=O)C3=NC(=NO3)C4=NN=C(N4)C5CC5,Z2286359853
CC1=CC(=CC(C)=C1C)S(=O)(=O)NC(=O)C(C)OC=2C=CC=CN2,Z2287284806
CC=1C=CC(C)=C(C1)NC(=O)N2CCCC3(CCOC3)C2,Z2290129492
CC1=NN2CCN(CC2=N1)C(=O)NC=3C=CC(=CN3)C4CCC4,Z2295333643
CC1=NOC(=N1)C=2C=CC(=CN2)NC(=O)N3CCC(CC3)C4CCCO4,Z2295812458
CCC1=C(C=NN1C=2C=CC=CC2)C(=O)N3CCC(CC3)N4C=C(C=N4)C(=O)O,Z2296072926
C=CCC1(CCN(C1)C(=O)C=2N=NNC2C3CC3)C(=O)OCC,Z4294678726
N#CC1(CCN(CC1)C(=O)C2CCNC=3C=CC=CC3C2)C4CCCC4,Z4305902570
CC(C)N1CCC=2ON=C(C(=O)NC=3C=CC4=NN=CN4C3)C2C1,Z4307344422
O=C(NCC1CCN(C1)C=2C=CC(Cl)=CC2)C=3C=CC=C(C3)C4(O)COC4,Z4318065475
"CC=1C=CC2=C(C1)[C@H]3CN(C)CC[C@H]3N2C(=O)C4=CN5CCCNC(=O)C5=C4 |&1:7,13,r|",Z4326347737
CC(C)(C)NS(=O)(=O)C=1C=CC(Cl)=C(C1)C(=O)NCCC2=NC3=CC=CC=C3S2,Z4326714186
O=C(C1CNC2=CC=NN2C1)N3CCC=4NN=C(C=5C=CC(Cl)=CC5)C4C3,Z4326883744
C[C@@H](CN1C=C(N=N1)C2CCCC2)NC(=O)C3(CO)COC3,Z4327152124
O=C1C=2C=C(C=CC2CN1C3CCC(=O)NC3=O)N4C=C(N=N4)C5CCCC5,Z4380368233
CCC1=CNC=2N=CC(=CC12)C=3C=CC=C4NC(=O)NC34,Z4387737272
N#CCC1(CN2C(=O)CCC=3C=C(C=CC32)NC(=O)NC(CCO)C=4C=CC(F)=CC4)CC1,Z4400903614
CC=1OC(=NC1CCNC(=O)C23CCC(CO)(CC2)C3)C=4C=CC=CC4,Z4405284862
"O=C1CC[C@H](NCC=2N=CC=CC2F)[C@H](N1)C=3C=CC=CC3 |&1:4,14,r|",Z4425089242
O=C(NC=1C=CC=C(C1)OC=2C=CC=NN2)C=3C=CC(=CC3)CN4C=CN=N4,Z4425234738
CC1=C(N=NN1C)NC(=O)CN2C(=O)C=3C=CC=CC3S2(=O)=O,Z4438322382
CC=1N=NNC1NC(=O)C(C)N2C(=O)C3CCCCC3C2=O,Z4438425299
CCOC=1C=CC=NC1S(=O)(=O)NCC=2C=CC(F)=CC2C(F)(F)F,Z4444512681
CC=1C=NN(C1)CCS(=O)(=O)CC=2C=CC(C)=C(C#N)C2,Z4444673658
CC=1C=CC(=CC1)S(=O)(=O)NCCN(C)CC2=NOC=C2C(C)C,Z4451040413
CC1=CC(=NO1)C(=O)NC(C)C2CCCN(CC(=O)NC(N)=O)C2,Z4461555192
COC=1C=CC2=C(C1)CCC3C2OCCN3C(=O)C4=CC=CN4C5CC5,Z4473241884
N#CC=1C=CC=CC1C=2C=CC(=CC2)C(=O)N3CCSCC3,Z4493220550
O=C(C1=CN(CC=2C=CC(Cl)=CC2Cl)N=N1)N3CCC4=CC(F)=CC=C43,Z4493818133
O=C(CC1CSC=2C=CC=CC2O1)NC=3C=CC=C(C3)C4=NN=NN4,Z4493818989
CC(COCC1CCCCC1)NC(=O)C2CC(O)CN2C(=O)CC=3C=CC=CC3F,Z4497727225
CC=1C=CN=CC1CC(=O)NC2CCCN(CC2)C(=O)C3=CC=CC(O)=C3,Z4510297928
CCC(C)CC=1N=C(C2=CN(CCCF)N=N2)N(N1)C=3C=CC=C(C3)NC(C)=O,Z4510605317
O=C(C1=CSC(=N1)C=2C=CC=NC2)N(CC3CC3)C=4N=CC=CN4,Z4515314591
CC1=CC=C(N1)C(=O)N2CCC(NC(=O)C34CC(C)(C3)OCC4)C2(C)C,Z4522001073
CCC1(CN2C=C(N=N2)C=3C=NC(=NC3)N(C)C)COC1,Z4525750608
O=C(N[C@@H]1C[C@H](C1)C(=O)OCC=2C=CC=CC2)C=3C=C(COC=4C=CC(F)=CC4)ON3,Z4549063871
CNC(=O)[C@H](CC1=CNC=2C=CC=CC12)NC(=O)C3=NNC=4CCN(CC34)C(=O)OC(C)(C)C,Z4560660017
CCCC(CCC)C(=O)N1C2CCC1CC(C2)NC=3C=CN=C(N3)C(=O)OC,Z4561574598
CN(C)C=1C=C(C=C(C1)C(F)(F)F)C2=NC(=NO2)C=3C=NC(=CN3)N4CCNCC4,Z4597721094
NC1=NC(C(=O)NCCCOC=2C=CC(F)=CC2)=C(S1)C=3C=CC=CC3,Z4605071370
O=S(=O)(NC12CCC(CC1)OC2)C=3C=CC(=NC3)N4CCC(CC4)NC=5C=CC=NC5,Z4622555552
O=C(C=1C=CC=2SN=CC2C1)N3CCC(C3)C=4C=CC=CC4,Z4631846108
CC=1NC2=NC=NN2C(=O)C1CCOC(=O)C=3C=NC=C(C3)C(C)C,Z4661214166
O=C1C2=CN=CN2C=3C=CC=CC3N1CC4C5CCCCCC45,Z4661214193
CNC(=O)C=1N=NNC1NC(=O)NC(C=2C=NN(C)C2)C=3C=CC=CC3,Z4661328741
O=C(NC=1C=NC=C2C=CC(F)=CC12)C3CCOC=4C=CC(Cl)=CC43,Z4766813416
C=C1CCC(CNC2=NC(C)=CC=C2S(=O)(=O)N3C4CCCC3CC(=O)NC4)CC1,Z4767405147
COC=1N=CC=C2CCN(CC12)C(=O)CN3CCCCCC3=O,Z4832255164
CN1C(=O)N(C)C=2C=C(C(Br)=CC21)S(=O)(=O)NCCC=3N=CC=C(N3)C4CC4,Z4867096317
CC=1C=CC=C(C1)N2N=C(CC=3C=CC=CC3)N=C2[C@@H]4C[C@H](O)C4,Z4873984772
CNC(=O)C=1C=C(C=CN1)NC(=O)CCN2C(=O)N(C)C=3C=CC=CC32,Z4884305532
CC1=CN(N=C1NC(=O)NCC=2C=CC(=CC2)CS(=O)(=O)NC(C)C)C=3C=CC(Cl)=CC3,Z4898006161
CC1=CC=CN2C=C(N=C12)C=3C=CC=C(C3)NC(=O)NC=4C=CN(CCCC(=O)N(C)C)N4,Z4898006235
O=C(NC(C=1C=CC=2OCCC2C1)C=3C=C(Cl)C=CC3Cl)C4OCCO4,Z4900320803
COC[C@H](O)CN1C=C(N=N1)C=2C=CC=C(C2)C(=O)NCC=3C=CC(C(=O)O)=C(C)C3,Z4910226811
CC=1C(CNC(=O)C(=O)N2CCCCO2)=NOC1C=3C=CC=CC3,Z4923876578
CC=1C=C(C=C2N=NNC12)C(=O)N3CCCCC(C3)C4CN(C4)C(=O)C=5C=NC=C6N=CNC56,Z4927220514
CC=1C=C(ON1)C2CCN(CC2)S(=O)(=O)C=3C=CC=CC3C=4C=CC=CC4,Z4952399971
COC=1C=CC(=CN1)S(=O)(=O)NC(=O)C=2C=NC3=CC=NN3C2C,Z4982080429
CC(C=1C=CC=CC1)N2CC(CC2=O)C(=O)NS(=O)(=O)CC=3C=CC=C4C=CC=NC34,Z4982100090
CC(C)OC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=3C(=O)N(CC3C2)C4CCC(=O)NC4=O,Z5000147747
O=C(CC=1C=C(F)C=CC1F)NC(CNC(=O)[C@@H]2CC(=O)NC(=O)N2)C3CC3,Z5001810766
O=C1C2=CC=CN2C=CN1CC3=CN(N=N3)C=4C=CC=CC4,Z5006162112
ClC=1C=C(N=C2N=CC=CC12)N3CCN(CC3)C=4C=CC(Br)=CN4,Z5009980576
CSC=1C=CC=C(C1)CN2N=C(C=CC2=O)C=3C=NN(C)C3,Z5041196922
O=C(O)CC1CCCN(C1)C=2N=CC=C(N2)C3=CC=CO3,Z5087950745
