Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Target Name,Target Organism,Target Type
CHEMBL215426,,,CN(C)Cc1ccccc1-c1ccc(-n2cnc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3c2=O)cc1,Ki,'=',0.35,nM,9.46,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL213865,,,Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN(C)C)cc3)c(C)nc12,Ki,'=',0.27,nM,9.57,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL212770,,,CN(C)Cc1ccccc1-c1ccc(N2CNc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)cc1,2aPTT,'=',1.7,uM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL438647,,,Cc1nc2c(C(F)(F)F)nn(-c3ccc4onc(N)c4c3)c2c(=O)n1-c1ccc(-c2ccccc2CN(C)C)cc1,2aPTT,'=',9.2,uM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL213865,,,Cc1nn(-c2ccc3onc(N)c3c2)c2c(=O)n(-c3ccc(-c4ccccc4CN(C)C)cc3)c(C)nc12,2aPTT,'=',1.7,uM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL214730,,,Nc1nc2c(C(F)(F)F)nn(-c3ccc4onc(N)c4c3)c2c(O)c1-c1ccc(-c2ccccc2CN2CCC(O)CC2)cc1,Ki,'=',0.77,nM,9.11,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL377447,,,C[C@@H](C(=O)N1CCCCC1)N1CC[C@@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Ki,'=',16.0,nM,7.8,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL213189,,,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(CC(=O)O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Ki,'=',2.0,nM,8.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL373528,,,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4cccc5onc(N)c45)c3C2=O)cc1,Ki,'=',0.04,nM,10.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL378093,,,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@@H](O)C5)cc3)CC4)cc12,Ki,'=',0.03,nM,10.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL376622,,,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4cccc(NC(N)=O)c4)c3C2=O)cc1,Ki,'=',54.0,nM,7.27,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL222079,,,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4cccc(C(N)=O)c4)c3C2=O)cc1,Ki,'=',1.3,nM,8.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL224485,,,CC(C)CNC(=O)c1ccc(-c2ccccc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1,IC50,'=',880.0,nM,6.06,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL228612,,,NCc1ccc(Cl)cc1CNC(=O)[C@H](CCC(=O)O)NC(=O)C(CCc1cccc[n+]1[O-])NS(=O)(=O)Cc1ccccc1,Ki,'=',0.52,nM,9.28,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL228984,,,NCc1ccc(Cl)cc1CNC(=O)[C@H](CO)NC(=O)C(CCc1ccccn1)NS(=O)(=O)Cc1ccccc1,Ki,'=',0.25,nM,9.6,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL230024,,,CCOC(=O)CC(=O)NC(CCc1cccc[n+]1[O-])C(=O)NCC(=O)NCc1cc(Cl)ccc1CN,Ki,'=',200.0,nM,6.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL231595,,,NCc1ccc(Cl)cc1CNC(=O)CNC(=O)C(CCc1cccc[n+]1[O-])NC(=O)C(=O)O,Ki,'=',4.9,nM,8.31,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL230981,,,O=C(CNC(=O)[C@@H](CCc1cccc[n+]1[O-])NS(=O)(=O)Cc1ccccc1)NCc1cccc(Cl)c1,Ki,'=',3.3,nM,8.48,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL402064,,,CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc(Cl)s3)C2=O)c(F)c1,Ki,'=',5.3,nM,8.28,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL250648,,,O=C(N1CC[C@H](CNS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)C1)N1CCC[C@H]1CN1CCCC1,IC50,'=',40.0,nM,7.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL404755,,,N=C(N)NCCC[C@H](NC(=O)CN1CCN(Cc2ccccc2)CC1=O)C(=O)c1nccs1,IC50,'=',770.0,nM,6.11,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL257068,,,N=C(N)NCCC[C@H](NC(=O)Cn1cccc(NS(=O)(=O)Cc2ccccc2)c1=O)C(=O)c1nccs1,IC50,'=',3.0,nM,8.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL446437,,,O=C(NC1CCN(C2CCCCC2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,Ki,'=',106.0,nM,6.97,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL182480,,,CC(C)NC1CCN(C(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,Ki,'=',2997.0,nM,5.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1222225,,,CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](C(=O)Nc2ccc(C(=O)N3CC=CC3)cc2)C1,Ki,'=',92.0,nM,7.04,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1222285,,,CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](C(=O)Nc2ccc(-n3ncccc3=O)cc2F)C1,Ki,'=',1779.0,nM,5.75,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL271132,,,CCN(CCCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C(=O)C1CCN(c2ccncc2)CC1,IC50,'=',120.0,nM,6.92,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL261646,,,Cc1cc(N2CCC(N(C)C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)ccn1,Ki,'=',15.0,nM,7.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL342568,,,C=CCN1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)C1,Ki,'=',1000.0,nM,6.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL321145,,,NCc1cccc(NC(=O)CN2CCCCC(NC(=O)c3ccc(-c4ccccc4)cc3)C2=O)c1,IC50,'>',130.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL344281,,,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCN(C(C)=N)CC2)cc1,Ki,'=',30.0,nM,7.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1221534,,,CS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,Ki,'=',15.0,nM,7.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL270565,,,CN(C)CCN(C)C(=O)CN(C1CCCN(c2ccc(N3CCCCC3=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,Ki,'=',1.7,nM,8.77,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL404119,,,COC(=O)C[N+](C)(C)Cc1nccn1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)C2=O)c(F)c1,Ki,'=',0.35,nM,9.46,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL256628,,,CN(C)CCN(C)C(=O)N(C1CCCN(c2ccc(-c3ccccc3S(C)(=O)=O)cc2F)C1=O)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,Ki,'=',0.84,nM,9.08,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL257451,,,CS(=O)(=O)c1ccccc1-c1ccc(N2CCCC(NS(=O)(=O)c3ccc4ncccc4c3)C2=O)c(F)c1,Ki,'=',73.0,nM,7.14,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL398298,,,O=C(NC(COCC1CCN(c2ccncc2)CC1)c1ccccc1Cl)c1ccc2c(Cl)c[nH]c2c1,Kapp,'=',1300.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL250424,,,Cc1c[nH]c2cc(C(=O)N[C@@H](COCC3CCN(C(C)C)CC3)c3ccccc3)ccc12,Kapp,'=',160.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL400681,,,CC(C)N1CCC(CNC[C@H](NC(=O)c2ccc3c(Cl)c[nH]c3c2)c2ccccc2)CC1,Kapp,'=',1200.0,10^6L/mol,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL266349,MELAGATRAN,4.0,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,IC50,'=',17300.0,nM,4.76,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL208140,,,N=C(N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)s1,IC50,'=',328.0,nM,6.48,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL21820,,,Cc1cc(C(=O)Nc2ccc(N3CCCCC3=O)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1,IC50,'=',27.0,nM,7.57,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL540872,,,Cl.Cl.N=C(N)N1CCc2ccc(OCC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,IC50,'=',26.0,nM,7.58,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL537635,,,Cl.Cl.N=C(N)N1CCc2ccc(S(=O)(=O)CC3(C(=O)O)CCN(c4ccncc4)CC3)cc2C1,IC50,'=',5440.0,nM,5.26,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL205653,,,CN1CCN(Cc2ccccc2-c2ccc(NC(=O)c3cc(C(F)(F)F)nn3-c3ccc4onc(N)c4c3)c(F)c2)CC1,Ki,'=',0.86,nM,9.07,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL204416,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCCC4)cc3F)cc12,Ki,'=',0.15,nM,9.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL380617,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CNC4CCC4)cc3F)cc12,Ki,'=',0.2,nM,9.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL92616,,,COc1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)NCC2CCN(c3ccncc3)CC2)c1,Ki,'=',125.0,nM,6.9,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL366158,,,CC(=O)Oc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1Br,Ki,'=',285.0,nM,6.54,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL192700,,,COc1ccc(C(=O)NCC2CCN(C(=N)N)CC2)cc1OCCc1ccc(Cl)cc1Cl,Ki,'=',189.0,nM,6.72,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL193012,,,COc1ccc(C(=O)NCC2CCN(c3cncnc3)CC2)cc1OCCc1ccc(Cl)cc1Cl,Ki,'=',10000.0,nM,5.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1952402,,,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccc(F)cc3)C(=O)C(=O)O)ccc21,Ki,'=',7700.0,nM,5.11,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1949836,,,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(CC(=O)O)Cc3cc(F)cc(F)c3)ccc21,Ki,'=',4000.0,nM,5.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL327161,,,O=C(NCC1CCN(c2ccncc2)CC1)c1ccc(Cl)c(OCCc2ccc(Cl)cn2)c1,Ki,'=',20.0,nM,7.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL419325,,,Cc1ccc(CCOc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)ccc2Cl)cc1,Ki,'=',124.0,nM,6.91,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL317594,,,COc1ccc(CCOc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)ccc2Cl)cc1,Ki,'=',314.0,nM,6.5,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL432214,,,Cc1ccc(CCOc2cc(C(=O)NCC3CCN(c4ccncc4)CC3)ccc2F)cc1,Ki,'=',206.0,nM,6.69,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL94605,,,O=C(NCC1CCN(c2ccncc2)CC1)c1ccc(F)c(OCCc2cccc(Cl)c2)c1,Ki,'=',712.0,nM,6.15,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL96605,,,O=C(NCC1CCN(c2ccncc2)CC1)c1ccc(C(F)(F)F)c(OCCc2ccc(Cl)cc2Cl)c1,Ki,'=',140.0,nM,6.85,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL25034,,,CC(=N)N1CCC(Oc2ccc(NCc3ccc4ccc(C(=N)N)cc4c3)cc2[N+](=O)[O-])CC1,Ki,'=',0.08,nM,10.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL55486,,,CC(=N)N1CCC(Oc2ccc(C(=O)NCCOc3cc(C(=N)N)ccc3CCC(=O)O)cc2)CC1,Ki,'=',330.0,nM,6.48,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL341933,,,N=C(N)c1ccc(CC(NC(=O)CNS(=O)(=O)c2ccc(C(=N)N)cc2)C(=O)O)cc1,Ki,'=',3600.0,nM,5.44,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL101734,,,N=C(N)c1cccc(C(=O)N[C@H](C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C2CCCCC2)c1,IC50,'=',635.0,nM,6.2,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL442980,,,N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC1CCc2n[nH]cc2C1)C(c1ccccc1)c1ccccc1,Ki,'=',82100.0,nM,4.09,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3946619,,,Cn1cc(Cl)c2c(F)c(C(=O)N3C[C@@H](C4CCN(S(C)(=O)=O)CC4)C[C@H]3C(=O)Nc3ccc(C(=O)O)cc3)ccc21,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL154238,,,CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(C(=N)N)c2)cc1,Ki,'=',0.008,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1689028,,,O=C1[C@@H](NS(=O)(=O)c2ccc3c(Cl)c[nH]c3c2)CCN1c1ccc2c(c1)CCCNC2,Ki,'=',0.8,nM,9.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL496942,,,Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21,Inhibition,'<',10.0,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3355683,,,NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1.O=C(O)C(F)(F)F,Ki,'=',6390.0,nM,5.19,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3706845,,,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3c(c2)C(=O)c2ccccc2C3=O)C(=O)N2CCC(C(=O)NCCN)CC2)c1,Ki,'=',4000.0,nM,5.4,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL210244,,,CC(C)c1cc(C(C)C)c(S(=O)(=O)N[C@@H](Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(=O)CCN=C(N)N)CC2)c(C(C)C)c1,Ki,'=',2900.0,nM,5.54,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL379194,,,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(CCN)CC2)c1,IC200,'>',10.0,uM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL378643,,,N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Oc3ccccc3)nc2)CC1,Ki,'=',2200.0,nM,5.66,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL209794,,,N=C(N)NCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)CC1,Ki,'=',1000.0,nM,6.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL211209,,,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc(C3CCCCC3)cc2)C(=O)N2CCN(C(=N)N)CC2)c1,Ki,'=',1300.0,nM,5.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL55364,,,N=C(N)c1cccc(OCCNC(=O)c2ccccc2)c1,Ki,'=',2800.0,nM,5.55,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL209835,,,COC(=O)c1nn(-c2ccc(OC)cc2)c2c(=O)n(-c3ccc(-c4ccccc4S(N)(=O)=O)cc3)cnc12,Ki,'=',2.8,nM,8.55,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL123033,,,Nc1noc2ccc(-n3nnnc3C(=O)Nc3ccc(C(=O)N4CCCC4)cc3F)cc12,Ki,'=',2.9,nM,8.54,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL150216,,,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(C(=O)O)cc2)c1,Ki,'=',4700.0,nM,5.33,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL84410,,,Cc1c(F)c(Oc2cccc(OC(F)(F)F)c2)nc(Oc2cccc(C(=N)N)c2)c1F,Ki,'=',1800.0,nM,5.75,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL96650,,,N=C(N)c1cccc(CNC(=O)c2c(Br)c3ccccc3n2Cc2cccc(C(=N)N)c2)c1,Ki,'=',26.0,nM,7.58,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL92869,,,Cc1cccc2c1cc(C(=O)NCc1ccc(N(C)C)cc1)n2Cc1cccc(C(=N)N)c1.O=C(O)C(F)(F)F,Ki,'=',1310.0,nM,5.88,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL318566,,,C[N+]1(C)CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)sc2C1.[I-],IC50,'=',7.8,nM,8.11,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL171122,,,CC(=O)Nc1c(CCc2ccccc2)ccn(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)c1=O,IC50,'>',2500.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL345940,,,Nc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,Ki,'=',16.0,nM,7.8,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL318890,,,COc1cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc(OCCc2ccc(Cl)cc2Cl)c1Cl,Ki,'=',10.0,nM,8.0,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL55035,,,N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,Ki,'=',0.66,nM,9.18,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL17248,,,N/C(=N/O)N1CCC(CNC(=O)[C@@H]2CC[C@H]3CN(S(=O)(=O)CC(c4ccccc4)c4ccccc4)CC(=O)N32)CC1,Ki,'=',2.0,nM,8.7,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2372447,,,CCOC(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@H](C=O)CCCN=C(N)N,IC50,'=',30.0,nM,7.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL139366,,,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(S(N)(=O)=O)c2)n1,Ki,'=',5000.0,nM,5.3,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL358135,,,Cc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,Ki,'=',58.0,nM,7.24,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL91915,,,N=C(N)c1cccc(Cn2c(C(=O)NCc3ccc4ccc5cccc6ccc3c4c56)cc3c(O)cccc32)c1,Ki,'=',2064.0,nM,5.68,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL314549,,,COc1cccc(CNC(=O)c2cc3c(O)cccc3n2Cc2cccc(C(=N)N)c2)c1,Ki,'=',308.0,nM,6.51,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL83392,,,Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cc(C(=O)N(C)C)ccc2O)c1F,Ki,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL412546,,,CC(C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)N[C@H](C)c1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1,IC50,'=',2100.0,nM,5.68,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL119057,,,CC(C)C[C@H](NC(=O)NC(C)c1ccc(Br)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)C,IC50,'=',15000.0,nM,4.82,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL265598,,,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)c(Cl)c1)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nccs1)C(C)(C)C,IC50,'>',200000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL428530,,,Cc1cc(C(=O)Nc2ccc(C(=N)N3CCC3)cc2F)n(-c2cc3ccccc3cc2F)n1,IC50,'=',50.0,nM,7.3,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL293462,,,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1,IC50,'=',9.0,nM,8.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1159836,,,N=C(N)SCCOc1oc(=O)c2cc(NC(=O)[C@H](N)Cc3ccccc3)ccc2c1Cl,K obs / 1,'=',3770.0,M-1 s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL353894,,,COc1ccc(C(=O)N(C)c2ccccc2N(C)C(=O)c2ccc(OC)cc2)cc1,K ass,'=',0.0,l M-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL172626,,,COc1ccc(C(=O)Nc2ccccc2NC(=O)c2ccc([S+](C)[O-])cc2)cc1,K ass,'=',430000.0,l M-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL156161,,,COC(=O)CC(CCc1ccc(NC(=N)N)cc1)c1cccc(C(=N)N)c1,Ki,'=',9.0,nM,8.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL415479,,,CNc1ccc(C#CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(C)C2CCCC2)cc1,Ki,'=',8700.0,nM,5.06,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL96493,,,COc1ccc(O)c(-c2nc3cc(C(=N)N)ccc3[nH]2)c1,Ki,'=',8900.0,nM,5.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
