Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Target ChEMBL ID,Target Name,Target Organism,Target Type
CHEMBL3392125,,,CN1CCCN(CC(=O)N=S(C)(=O)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,Inhibition,'=',75.0,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL228285,,,COC(=O)C(=O)NC(CCc1cccc[n+]1[O-])C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1CN,Ki,'=',0.87,nM,9.06,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL378479,,,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](N(CC(N)=O)S(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Ki,'=',3.0,nM,8.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL377604,,,C[C@@H](C(=O)N1CC2CNCC(C2)C1)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Ki,'=',13.0,nM,7.89,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL211764,,,C[C@@H](C(=O)N1CC2CCC1CC2)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Ki,'=',3.0,nM,8.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL380187,,,CCC(C(=O)N1CCCCC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Ki,'=',320.0,nM,6.5,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL380256,,,O=C(CN1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)N1CCCCC1,Ki,'=',63.0,nM,7.2,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5930579,,,COc1ccc(-n2nc(/C(N)=N\C#N)c3c2C(=O)N(C2CCN(N4CCCCC4=O)CC2)CC3)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4762106,,,Nc1nc(-c2ccccn2)nn1C(=O)c1ccccc1[N+](=O)[O-],IC50,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4753362,,,CCOc1ccc(Nc2n[nH]c(NC(=O)c3ccccc3)n2)cc1,IC50,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4797183,,,O=C(Nc1nc(-c2cccnc2)n[nH]1)c1ccccc1,IC50,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4748137,,,O=C(Nc1nc(-c2ccccn2)n[nH]1)c1ccccc1,IC50,'>',5000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5598430,,,Cn1c(=O)c2c(nc(S(C)(=O)=O)n2C)n(CC#Cc2cccc(NC(=O)CN3CCN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)c2)c1=O,IC50,'>',10000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL80128,,,COC(=O)NC1(Cc2ccccc2)CCCCN(CC(=O)N[C@H]2CCCN(C(=N)N)C2O)C1=O.O=C(O)C(F)(F)F,IC50,'=',2500.0,nM,5.6,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL607008,,,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)B(O)O.Cl,Ki,'=',9.0,nM,8.05,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4286054,,,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H]3CC[C@](C)(O)CC=C3CC[C@@H]2C1(C)C,IC50,'=',5735.0,nM,5.24,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6061267,,,N#Cc1cc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)ccc1F,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5923977,,,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(C3CCN(N5CCOCC5=O)CC3)CC4)cc12,Ki,'<',10.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6024187,,,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)cc1F,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5790681,,,N#Cc1cc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)ccc1OC(F)F,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4441722,,,N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)NC(=O)CN3CCN(CC3)CC(=O)Nc3ccc(cc3)C[C@@H](N)C(=O)N2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',113900.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4476627,,,N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)NC(=O)CCN3CCN(CCC(=O)Nc4ccc(cc4)C[C@@H](NC=O)C(=O)N2)CC3)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4454130,,,N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)NC(=O)CN3CCN(CC3)CC(=O)Nc3ccc(cc3)C[C@@H](NS(=O)(=O)NC3CCCCC3)C(=O)N2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',7900.0,nM,5.1,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4472791,,,CC(C)(C)OC(=O)N[C@@H]1Cc2ccc(cc2)NC(=O)CCN2CCN(CCC(=O)Nc3ccc(cc3)C[C@@H](C(=O)NCc3ccc(CN)cc3)NC1=O)CC2,Ki,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4647421,,,Cc1ccc(-c2ncnc(Nc3ccc(C(N)=O)cc3)c2O)cc1,IC50,'>',30000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3939406,,,O=C(Nc1ccc2nn[nH]c2c1)[C@@H]1C[C@H](N2CCOCC2)CN1C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3889796,,,CS(=O)(=O)N1CCN([C@H]2C[C@@H](C(=O)Nc3ccc(C(=O)O)cc3)N(C(=O)C3CCN(C(=N)N)CC3)C2)CC1,IC50,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3939406,,,O=C(Nc1ccc2nn[nH]c2c1)[C@@H]1C[C@H](N2CCOCC2)CN1C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3628959,,,Cc1ccc2c(c1)c(C(F)(F)F)c1n2C[C@@](NC(=O)c2c(Cl)cc(-n3cnnc3)cc2Cl)(c2ccccc2)CC1,Ki,'=',3283.0,nM,5.48,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6040416,,,COc1ccc(-n2nc(C#N)c3c2C(=O)N(C2CCN(N4CCCCC4=O)CC2)CC3)cc1,Ki,'=',30.0,nM,7.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL231779,APIXABAN,4.0,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Ki,'<',10.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5958470,,,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5923977,,,Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(C3CCN(N5CCOCC5=O)CC3)CC4)cc12,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6024187,,,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)cc1F,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3982298,,,O=C(O)c1ccc(NC(=O)[C@@H]2C[C@H](N3CCOCC3)CN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3912373,,,CS(=O)(=O)N1CCN([C@H]2C[C@@H](C(=O)Nc3ccc(C(=O)O)cc3)N(C(=O)c3ccc(C(=N)N)cc3)C2)CC1,IC50,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3912373,,,CS(=O)(=O)N1CCN([C@H]2C[C@@H](C(=O)Nc3ccc(C(=O)O)cc3)N(C(=O)c3ccc(C(=N)N)cc3)C2)CC1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3628955,,,Cc1ccc2c3c(nn2c1)CC[C@@](C)(NC(=O)c1ccc(-n2cnc4cc(C(=O)O)ccc42)cc1Cl)C3,Ki,'=',518.0,nM,6.29,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2016874,,,N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3cn(nn3)Cc3cccc(n3)Cn3cc(nn3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,Ki,'=',1860.0,nM,5.73,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4550207,,,CNC(=O)[C@@H]1C[C@H](N2CCc3c(cccc3OCCOC)C2)CN1C(=O)c1ccc(CN)c(OC)c1,IC50,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4476255,,,COc1cc(C(=O)N2C[C@@H](n3cc(C4CC4)nn3)C[C@H]2C(=O)NCC(c2ccccc2)c2ccccc2)ccc1CN,IC50,'=',31000.0,nM,4.51,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4440685,,,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)CN)CSSC[C@H]2NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H]3CCCN3C(=O)[C@@H]3CSSC[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N3)NC(=O)[C@H]([C@@H](C)CC)NC2=O,Ki,'=',460.0,nM,6.34,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5953215,,,CCN(C(=O)c1cc(C(N)=O)nn1-c1ccc(OC)cc1)C1CCN(N2CCOCC2=O)CC1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5829093,,,NC(=O)c1cc(C(=O)NC2CCN(N3CCOCC3=O)CC2)n(C2CCOCC2)n1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5886153,,,O=C1c2c(c(C(F)(F)F)nn2-c2ccc(OC(F)F)cc2)CCN1C1CCN(N2CCOCC2=O)CC1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5990378,,,O=C1c2c(c(C(F)(F)F)nn2-c2ccc3cc(Cl)ccc3c2)CCN1C1CCN(N2CCOCC2=O)CC1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3392105,,,CS(=N)(=O)Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,Inhibition,,,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3392124,,,CN1CCN(CC(=O)N=S(C)(=O)c2ccc(C(=O)Nc3ccc(Cl)cc3C(=O)Nc3ccc(Cl)cn3)cc2)CC1,Inhibition,'=',88.0,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2153284,SALICIN PERSULFATE,,O=S(=O)([O-])OCc1ccccc1O[C@@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+],Inhibition,,,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5767707,,,NC(=O)c1nn(-c2ccc(Cl)cc2)c2c1CCN(C1CCN(N3CCOCC3=O)CC1)C2=O,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5877639,,,NC(=O)c1nn(-c2ccc(OC(F)(F)F)cc2)c2c1CCN(C1CCN(N3CCOCC3=O)CC1)C2=O,Ki,'<',10.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5933082,,,NC(=O)c1nn(-c2ccc(OC(F)F)cc2)c2c1CCN(C1CCN(N3CCOCC3=O)CC1)C2=O,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6041187,,,NC(=O)c1cc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)ccc1F,Ki,'=',525.0,nM,6.28,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2151420,,,O=C([O-])C1Cc2cc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])cc2CN1C(=O)CCCc1cc(OS(=O)(=O)[O-])ccc1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+],Inhibition,,,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3985923,,,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4=NCCCN4)cc2)CC3)cc1,IC50,'=',350.0,nM,6.46,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3982298,,,O=C(O)c1ccc(NC(=O)[C@@H]2C[C@H](N3CCOCC3)CN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,IC50,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4637330,,,Cc1ccc(-c2ncnc(Nc3cccc(C(=N)N)c3)c2O)cc1,IC50,'>',30000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4639097,,,Cc1ccc(-c2ncnc(Oc3ccc(C(=N)N)cc3)c2O)cc1,IC50,'>',30000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4632936,,,Cc1ccc(-c2ncnc(Nc3ccc(CN)cc3)c2O)cc1,IC50,'>',30000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL93087,,,Cc1cc(C)cc(CNC(=O)c2cc3c(C)cccc3n2Cc2cccc(C(=N)N)c2)c1,Kd,'=',120.33,nM,6.92,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL197624,,,O=C(NC[C@H]1CN(c2ccc(N3CCNCC3)c(F)c2)C(=O)O1)c1ccc(Cl)s1,kon,'=',3490000.0,Ms-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3942651,,,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5nc(N)[nH]c5c4)C3=O)cc2c1,Kd,'=',115.5,nM,6.94,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5775818,,,O=C1c2c(c(C(F)(F)F)nn2-c2cc3ccccc3cc2F)CCN1C1CCN(N2CCOCC2=O)CC1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5749716,,,NC(=O)c1cc(-n2nc(C(F)(F)F)c3c2C(=O)N(C2CCN(N4CCOCC4=O)CC2)CC3)ccc1OC(F)F,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5815090,,,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(N2CCC(N4CCCCC4=O)CC2)CC3)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5919613,,,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCC(CN)CC3)nc2Cl)cc1,IC50,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3926756,,,NC[C@H]1CC[C@H](C(=O)N2C[C@@H](N3CCN(S(=O)(=O)C4CC4)CC3)C[C@H]2C(=O)Nc2ccc(C(=O)O)cc2)CC1,IC50,'>',100000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3926756,,,NC[C@H]1CC[C@H](C(=O)N2C[C@@H](N3CCN(S(=O)(=O)C4CC4)CC3)C[C@H]2C(=O)Nc2ccc(C(=O)O)cc2)CC1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3926756,,,NC[C@H]1CC[C@H](C(=O)N2C[C@@H](N3CCN(S(=O)(=O)C4CC4)CC3)C[C@H]2C(=O)Nc2ccc(C(=O)O)cc2)CC1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3898718,,,C[C@H]1CN([C@H]2C[C@@H](C(=O)Nc3ccccc3)N(C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)C2)CCN1S(N)(=O)=O,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6006022,,,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)[C@H]3CC[C@H]([C@H](C)N)CC3)nc2Cl)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3959704,,,COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](N4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCN(C(=N)N)CC3)[nH]2)cc1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3959704,,,COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](N4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCN(C(=N)N)CC3)[nH]2)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3959704,,,COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](N4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCN(C(=N)N)CC3)[nH]2)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3953111,,,COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(C(=N)N)cc3)[nH]2)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3977040,,,COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)N3CCN(C(=N)N)CC3)nc2Cl)cc1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5762425,,,CC(C)(NC(=O)c1ccc(Br)s1)C(=O)Nc1ccc(N2CCOCC2=O)c(Cl)c1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5811145,,,CC(C)(NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(Br)cc1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5934164,,,CC(C)(NC(=O)c1ccc(Br)s1)C(=O)Nc1ccc(Cl)c(F)c1,IC50,'>',10000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5855411,,,CC(C)(NC(=O)c1ccc(Br)s1)C(=O)Nc1ccc(Br)cc1,k_off,'=',,s-1,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5811145,,,CC(C)(NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(Br)cc1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5902603,,,CC(C)(NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(Cl)cc1,IC50,'>',10000.0,nM,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5902603,,,CC(C)(NC(=O)c1ccc(Cl)s1)C(=O)Nc1ccc(Cl)cc1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL6040416,,,COc1ccc(-n2nc(C#N)c3c2C(=O)N(C2CCN(N4CCCCC4=O)CC2)CC3)cc1,kon,'=',,,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4528862,,,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OC/C=C/c1ccc2[nH]c3ccccc3c2c1,Ki,'=',26433.0,nM,4.58,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL4447848,,,CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(C)C[C@]3(CC[C@@H]21)C/C4=N\OC/C=C/c1ccc2c(c1)COC2=O,Ki,'=',20671.0,nM,4.68,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL2016870,,,N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3cccc(c3)CNC(=O)Cc3cccc(c3)CC(=O)NCc3cccc(c3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,Ki,'=',42.1,nM,7.38,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL5902495,,,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(C2C4CN(N5CCCCC5=O)CC42)CC3)cc1,Ki,'=',30.0,nM,7.52,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL3907419,,,O=C(CCNC(=O)c1ccc(Cl)s1)Nc1ccc(N2CCOCC2=O)c(C(F)(F)F)c1,IC50,'=',1.9,nM,8.72,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923897,,,CN1CCc2nc(C(=O)Nc3cc(C(=O)O)ccc3CNC(=O)c3ccc(Cl)s3)sc2C1.Cl,Inhibition,'=',37.8,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923900,,,CC(C)N1CCc2nc(C(=O)Nc3cc(C(=O)O)ccc3CNC(=O)c3ccc(Cl)s3)sc2C1.Cl,Inhibition,'=',84.5,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923905,,,CC(C)N1CCc2nc(C(=O)Nc3cc(C(=O)O)cc(Cl)c3CCC(=O)Nc3ccc(Cl)cc3)sc2C1.Cl,Inhibition,'=',86.3,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923899,,,CC(C)N1CCc2nc(C(=O)Nc3c(CNC(=O)c4ccc(Cl)s4)cccc3C(=O)O)sc2C1.Cl,Inhibition,'=',25.1,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923904,,,CC(C)N1CCc2nc(C(=O)Nc3cc(C(=O)O)cc(F)c3CCC(=O)Nc3ccc(Cl)cc3)sc2C1.Cl,Inhibition,'=',55.7,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1922338,,,CN1CCCN(c2ccc(C(=O)Nc3c(O)cccc3NC(=O)c3ccc(F)cc3)cc2)CC1,IC50,'=',349.0,nM,6.46,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923905,,,CC(C)N1CCc2nc(C(=O)Nc3cc(C(=O)O)cc(Cl)c3CCC(=O)Nc3ccc(Cl)cc3)sc2C1.Cl,Inhibition,'=',74.9,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
CHEMBL1923903,,,CC(C)N1CCc2nc(C(=O)Nc3cc(C(=O)O)ccc3CCC(=O)Nc3ccc(Cl)cn3)sc2C1.Cl,Inhibition,'=',78.7,%,,CHEMBL244,Coagulation factor X,Homo sapiens,SINGLE PROTEIN
